	WORD	CEFR	CLUE
15	abierto	b1	['ready for business', 'ready to entertain new ideas', 'friendly and open and willing to talk', 'open', 'openly straightforward and direct without reserve or secretiveness', 'being somewhat extroverted', 'affording unobstructed entrance and exit; not shut or closed', 'affording free passage or access', 'used of mouth or eyes', 'open and observable; not secret or hidden', 'open to or in view of all', 'with no protection or shield', 'having an open mind', 'accessible to all', 'without fixed limits or restrictions', 'not sealed or having been unsealed', 'not concealed or hidden', 'without any attempt at concealment; completely obvious', 'not firmly fastened or secured', 'not fastened or tied or secured', 'not brought to a conclusion; subject to further thought', 'at ease in talking to others', 'not defended or capable of being defended', 'not healed']
16	abismo	c1	['an unbridgeable disparity (as from a failure of understanding)', '(religion) the world of the dead; -Theognis', 'a bottomless gulf or pit; any unfathomable (or apparently unfathomable) cavity or chasm or void extending below (often used figuratively)', 'literary term for an ocean', 'a deep wide chasm']
17	ablandar	b1	['play down or obscure']
18	abogado	b2	['a professional person authorized to practice law; conducts lawsuits or gives legal advice']
19	abogar	b1	['speak, plead, or argue in favor of']
20	abolir	a2	['do away with']
21	abonar	c1	['provide with fertilizers or add nutrients to', 'give someone credit for something', 'spread manure, as for fertilization', 'give money, usually in exchange for goods or services', 'accounting: enter as credit']
22	abono	b2	['the act of paying money', 'making fertile as by applying fertilizer or manure', 'a sum of money paid or a claim discharged']
23	abordar	c1	['approach with an offer of sexual favors', 'act on verbally or in some form of artistic expression', 'seize and throw down an opponent player, who usually carries the ball']
24	aborigen	b1	['an indigenous person who was born in a particular place']
25	aborrecer	c1	['find repugnant']
26	aborto	c1	['termination of pregnancy', 'failure of a plan', 'a person or animal that is markedly unusual or deformed']
27	abrasar	b2	['cause to burn or combust']
28	abrazar	a2	"[""take up the cause, ideology, practice, method, of someone and use it as one's own"", 'squeeze (someone) tightly in your arms, usually with fondness']"
29	abrazo	a1	['(boxing) the act of one boxer holding onto the other to avoid being hit and to rest momentarily', 'the act of clasping another person in the arms (as in greeting or affection)', 'a close and affectionate (and often prolonged) embrace', 'a tight or amorous embrace']
30	abreviación	a1	['shortening something by omitting parts of it']
31	abreviar	c1	['shorten']
32	abrigo	b1	['an outer garment that has sleeves and covers the body from shoulder down; worn outdoors', 'a structure that provides privacy and protection from danger', 'protective covering that provides protection from the weather']
33	abrir	a2	['become unlocked', 'make available', 'make the opening move', 'cause to open or to become open', 'spread out or open from a closed or folded state', 'begin or set in action, of meetings, speeches, recitals, etc.', 'start to operate or function or cause to start operating or functioning', 'become clear']
34	abrumar	c1	['move deeply']
35	absentismo	c1	['habitual absence from work', 'failure to attend (especially school)']
36	absolutista	a2	['one who advocates absolutism']
37	absoluto	c1	['perfect or complete or pure', 'complete in extent or degree and in every particular', 'without reservation', 'not limited by law', 'without reservation or exception', 'with unconditional and enthusiastic devotion']
38	absolver	c1	['cease to consider; put out of judicial consideration', 'let off the hook', 'grant remission of a sin to', 'forgive']
39	absorber	c1	"['cover with liquid; pour liquid onto', 'cause to become one with', ""consume all of one's attention or time"", 'take up mentally', 'take up as if with a sponge', 'take in, also metaphorically', 'become imbued', 'take up, as of debts or payments', 'suck or take up or in']"
40	absorción	b2	['the action of taking up as by tightening or absorption or reeling in', '(physics) the property of a body that determines the fraction of the incident radiation or sound flux absorbed or absorbable by the body', '(chemistry) a process in which one substance permeates another; a fluid permeates or is dissolved by a liquid or solid', '(physics) the process in which incident radiated energy is retained without reflection or transmission on passing through a medium', 'the process of absorbing nutrients into the body after digestion', 'a process of taking up or using up or consuming']
41	abstemio	c1	['a total abstainer']
42	abstención	c1	['abstaining from alcohol', 'the trait of abstaining (especially from alcohol)']
43	abstracción	b2	['a general concept formed by extracting common features from specific examples', 'an abstract painting', 'the quality of being considered apart from a specific instance or object', 'preoccupation with something to the exclusion of all else', 'the process of formulating general concepts by abstracting common properties of instances', 'a concept or idea not associated with any specific instance', 'persistent morbid meditation on a problem']
44	abstracto	c1	['existing only in the mind; separated from embodiment', 'dealing with a subject in the abstract without practical purpose or intention', 'not representing or imitating external reality or the objects of nature']
45	absurdo	b2	['broadly or extravagantly humorous; resembling farce', 'inconsistent with reason or logic or common sense; - Walter Lippman', 'not marked by the use of reason', 'incongruous;inviting ridicule', 'nonsense; foolish talk']
46	abuela	b1	['a woman of advanced age', 'the mother of your father or mother']
47	abuelo	a1	['the father of your father or mother', 'a parent of your father or mother', 'a man who is very old']
48	abultar	c1	['swell or protrude outwards', 'stick out or up']
49	abundancia	b1	['the property of a more than adequate quantity or supply', 'excessive excess', 'the state of being rich and affluent; having a plentiful supply of material goods and money']
50	abundante	c1	['present in great quantity', 'existing in abundance', 'affording an abundant supply', 'produced or growing in extreme abundance', 'existing in great number or quantity', 'producing in abundance', 'providing abundant nourishment']
51	abundar	b2	['be abundant or plentiful; exist in large quantities', 'exist in large quantity']
52	aburrimiento	b2	['dullness owing to length or slowness']
53	aburrir	b2	['cause to be bored']
54	abusar	b2	['change the inherent purpose or function of something', 'treat badly']
55	abuso	c1	['cruel or inhumane treatment', 'improper or excessive use', 'excessive indulgence']
56	acabar	b2	['end, at least for a long time', 'finally be or do something', 'bring to an end or halt', 'use up, consume fully', 'provide with a finish', 'deplete', 'have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical', 'result or end']
57	academia	a2	['a learned establishment for the advancement of knowledge', 'a school for special training', 'a secondary school (usually private)', 'an institution for the advancement of art or science or literature']
58	académico	c1	['associated with academia or an academy', 'someone elected to honorary membership in an academy']
59	acaecer	b1	['come to pass']
60	acallar	c1	['cover up a misdemeanor, fault, or error']
61	acampada	b1	['the act of encamping and living in tents in a camp']
62	acampar	b1	['live in or as if in a tent']
63	acariciar	c1	['strike a ball with a smooth blow', 'touch lightly and repeatedly, as with brushing motions', 'touch or stroke lightly in a loving or endearing manner']
64	acarrear	c1	['transport something in a cart', 'transport in a vehicle', 'carry with difficulty', 'draw slowly or heavily', 'take something or somebody with oneself somewhere', 'have on hand']
65	acaso	c1	['by chance']
66	acceder	c1	"[""yield to another's wish or opinion"", 'reach or gain access to', 'obtain or retrieve from a storage device; as of information on a computer', 'give in, as to influence or pressure']"
67	accesibilidad	c1	['the quality of being at hand when needed']
68	accesible	b2	['easy to meet or converse or do business with']
69	acceso	c1	['the act of entering', 'a connection made via the internet to another website', 'the act of approaching or entering', 'a way of entering or leaving', 'the entrance (the space in a wall) through which you enter or leave a room or building; the space that a door can close', 'something that provides access (to get in or get out)', 'an unrestrained expression of emotion', 'a sudden outburst', 'a sudden occurrence of an uncontrollable condition']
70	accidentado	b2	['someone injured or killed in an accident']
71	accidente	c1	['anything that happens suddenly or by chance without an apparent cause', 'an unfortunate mishap; especially one causing damage or injury', 'a change in the form of a word (usually by adding a suffix) to indicate a change in its grammatical function']
72	acción	c1	['something that people do or cause to happen', 'something done (usually as opposed to something said)', 'a hostile meeting of opposing military forces in the course of a war', 'the trait of being active and energetic and forceful', 'the series of events that form a plot', 'any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate', 'the state of being active']
73	aceite	c1	['a slippery or viscous liquid or liquefiable substance not miscible with water']
74	acelerar	c1	['changing location rapidly', 'start to be active', 'start or re-start vigorously', 'move faster', 'cause to move faster', 'increase the number of rotations per minute', 'speed up', 'move very fast', 'make keen or more acute', 'speed up the progress of; facilitate']
75	acento	c1	['a diacritical mark used to indicate stress or placed above a vowel to indicate a special pronunciation', 'a mark indicating the stress on a syllable', 'the relative prominence of a syllable or musical note (especially with regard to stress or pitch)', 'distinctive manner of oral expression', 'the usage or vocabulary that is characteristic of a specific group of people', 'special importance or significance']
76	acentuar	c1	['put stress on; utter with an accent', 'to stress, single out as important', 'emphasize, especially by identification']
77	aceptable	c1	['worthy of acceptance or satisfactory', 'adequate for the purpose', 'meeting requirements', 'about average; acceptable', 'judged to be in conformity with approved usage', 'sufficient to provide comfort']
78	aceptación	c1	['the mistake of incurring liability or blame', 'the act of taking something that is offered', 'the act of accepting with approval; favorable reception', 'the mental attitude that something is believable and should be accepted as true', '(contract law) words signifying consent to the terms of an offer (thereby creating a contract)', 'the state of being acceptable and accepted', 'acceptance as true or valid']
79	aceptar	b2	"['tolerate or accommodate oneself to', 'consider or hold as true', 'react favorably to; consider right and proper', 'give an affirmative reply to; respond favorably to', 'receive (a report) officially, as from a committee', 'receive willingly something given or offered', 'admit into a group or community', ""take on as one's own the expenses or debts of another person""]"
80	acera	c1	['walk consisting of a paved area for pedestrians; usually beside a street or roadway']
81	acercamiento	c1	['the reestablishing of cordial relations', 'a photograph taken at close range', 'a casual or unexpected convergence']
82	acero	c1	['an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range']
83	acertar	b2	['hit with a missile from a weapon', 'succeed by luck']
84	acetato	b2	['a salt or ester of acetic acid']
85	acierto	b2	['something that exactly succeeds in achieving its goal', 'appropriateness for the occasion']
86	aclarar	b1	['free (the throat) by making a rasping sound', 'lessen the strength or flavor of a solution or mixture', 'washing lightly without soap', 'make clear, bright, light, or translucent', 'make clear and (more) comprehensible', 'make understand', 'become clear']
87	acoger	b2	['react to in a certain way', 'assimilate or take in', 'accept gladly', 'provide with shelter']
88	acogida	b2	['a greeting or reception']
89	acomodar	c1	['make fit for, or change to suit a new purpose', 'make fit', 'understate the importance or quality of', 'be agreeable or acceptable to']
90	acompañamiento	b2	['something added to complete or embellish or make perfect']
91	acompañante	b2	['a person who provides musical accompaniment (usually on a piano)', 'a friend who is frequently in the company of another', 'a participant in a date']
92	acompañar	b1	['decorate (food), as with parsley or other ornamental foods', 'act as the stooge', 'perform an accompaniment to', 'go or travel along with', 'accompany or escort', 'provide with a partner', 'act as a partner', 'be present or associated with an event or entity', 'be a companion to somebody']
93	acondicionamiento	b2	['exercise that conditions the body']
94	aconsejar	b2	['give advice to', 'push for something']
95	acontecer	c1	['come to pass', 'happen, occur, or be the case in the course of events or by chance; ;  (Santayana)']
96	acontecimiento	c1	['an event that happens', 'a vaguely specified social event']
97	acoplar	b2	['make contact or come together', 'cause to become joined or linked', 'link together', 'connect, fasten, or put together two or more pieces', 'fit as if by joints']
98	acordar	b2	['adjust for (better) functioning', 'make (one thing) compatible with (another)', 'settle conclusively; come to terms', 'have a conference in order to talk something over', 'dispose of; make a financial settlement']
99	acordeón	b1	['a portable box-shaped free-reed instrument; the reeds are made to vibrate by air from the bellows controlled by the player']
100	acosar	b2	['persuade through constant efforts', 'challenge aggressively', 'assail or attack on all sides:', 'annoy continually or chronically', 'annoy persistently']
101	acostar	a1	['help someone go to bed', 'assume a reclining position', 'furnish with a bed', 'provide with a bunk']
102	acostumbrar	b2	['make psychologically or physically used (to something)']
103	acreditación	b2	['validating the authenticity of something or someone']
104	acreditar	c1	['give someone credit for something', 'ascribe an achievement to', 'grant credentials to']
105	acta	b2	['a written account of what transpired at a meeting', 'a legal document codifying the result of deliberations of a committee or society or legislative body']
106	actitud	b2	['the arrangement of the body and its limbs', 'a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways', 'a rationalized mental attitude']
107	activar	a2	['spur on or encourage especially by cheers and shouts', 'release by a toggle switch']
108	actividad	b2	['any specific behavior', 'the trait of being active; moving or acting rapidly and energetically', 'the activeness of an energetic personality', 'the state of being active', '(chemistry) the capacity of a substance to take part in a chemical reaction']
109	activo	b1	['characterized by energetic activity', 'engaged in full-time work', '(military) set up and placed on active assignment', 'full of activity or engaged in continuous activity', 'tending to become more severe or wider in scope', 'disposed to take action or effectuate change', '(of e.g. volcanos) erupting or liable to erupt', 'exerting influence or producing a change or effect', 'in operation', 'taking part in an activity', 'engaged in or ready for military or naval operations', 'a useful or valuable quality']
110	acto	c1	['something that people do or cause to happen', 'something done (usually as opposed to something said)', '(psychology) the performance of some composite cognitive activity; an operation that affects mental contents', 'a subdivision of a play or opera or ballet', 'a vaguely specified social event']
111	actor	b1	['a theatrical performer', 'a person who brings an action in a court of law']
112	actriz	a2	['a female actor']
113	actuación	b2	['a booking for musicians', 'the performance of a part or role in a drama', 'acting the part of a character on stage; dramatically representing the character by speech and action and gesture', 'the act of presenting a play or a piece of music or other entertainment', 'manner of acting or controlling yourself', 'a dramatic or musical entertainment', 'a manifestation of insincerity', 'a theatrical performer']
114	actual	c1	['occurring in or belonging to the present time', 'being or existing at the present moment', 'temporal sense; intermediate between past and future; now existing or happening or in consideration', 'belonging to the present or recent times']
115	actualidad	a1	['the property of belonging to the present time', 'the quality of being current or of the present', 'the period of time that is happening now; any continuous stretch of time including the moment of speech']
116	actualización	b2	['hardware that provides better performance than an earlier version did', 'software that provides better performance than an earlier version did']
117	actualizar	b1	['modernize or bring up to date', 'represent or describe realistically', 'transfer (entries) from one account book to another']
118	actuar	b2	"['behave in a certain manner; show a certain behavior; conduct or comport oneself', ""discharge one's duties"", 'give a performance (of something)', 'perform on a stage or theater', 'behave unnaturally or affectedly', 'perform an action, or work out or perform (an action)']"
119	acuarela	c1	['water-soluble pigment']
120	acuario	a2	['a tank or pool or bowl filled with water for keeping live fish and underwater animals']
121	acuchillar	c1	['cut with sweeping strokes; as with an ax or machete']
122	acudir	b2	['follow a procedure or take a course']
123	acuerdo	c1	"['a particular instance of buying or selling', 'sympathetic compatibility', 'compatibility of observations', 'something settled or resolved; the outcome of decision making', 'the thing arranged or agreed to', 'the statement (oral or written) of an exchange of promises', 'a signed written agreement between two or more parties (nations) to perform some action', 'a written agreement between two states or sovereigns', 'the verbal act of agreeing', 'concurrence of opinion', 'a settlement of differences', ""harmony of people's opinions or actions or characters""]"
124	acumulación	b2	['the act of accumulating', 'the act of gathering something together', 'several things grouped together or considered as a whole', 'a collection of objects laid on top of each other', '(finance) profits that are not paid out as dividends but are added to the capital base of the corporation', 'an increase by natural growth or addition']
125	acumular	c1	['arrange in stacks', 'call for and obtain payment of', 'keep or lay aside for future use', 'get or gather together', 'save up as for future use']
126	acusación	c1	['a reproach for some lapse or misdeed', 'a formal charge of wrongdoing brought against a person; the act of imputing blame or guilt', 'a formal document charging a public official with misconduct in office']
127	acusado	c1	['a defendant in a criminal proceeding', 'a person or institution against whom an action is brought in a court of law; the person being sued or accused']
128	acusar	c1	['blame for, make a claim of wrongdoing or misbehavior against', 'make an accusatory claim', 'accuse formally of a crime']
129	acuñar	c1	['make up', 'provide with cleats']
130	adaptación	b1	['(physiology) the responsive adjustment of a sense organ (as the eye) to varying conditions (as of light)', 'a written work (as a novel) that has been recast in a new form', 'a piece of music that has been adapted for performance by a particular set of voices or instruments', 'a settlement of differences', 'the process of adapting to something (such as environmental conditions)']
131	adaptar	b2	['make fit for, or change to suit a new purpose', 'rewrite so as to make fit to suit a new or different purpose', 'put into dramatic form', 'adapt for performance in a different way', 'be agreeable or acceptable to']
132	adecuado	b2	"['having the requisite qualities or resources to meet a task', 'having the requisite qualities for', ""appropriate for a condition or purpose or occasion or a person's character, needs"", 'worthy of being chosen especially as a spouse', 'meeting adequate standards for a purpose', 'meant or adapted for an occasion or use', 'being precisely fitting and right', 'fitting or appropriate and deserved; used especially of punishment']"
133	adecuar	c1	['insert or adjust several objects or people', 'make fit', 'make fit or prepared', 'accord or comport with']
134	adelantado	b1	['situated ahead or going before', 'farther along in physical or mental development']
135	adelantamiento	c1	['a movement forward']
136	adelantar	b2	['rise in rate or price', 'get better', 'move forward', 'travel past', 'pay in advance']
137	adelante	b2	"[""at or to or toward the front; ; ; ; (`forrad' and `forrard' are dialectal variations)""]"
138	adelgazar	a2	['take off weight']
139	además	a1	"['making an additional point; anyway', 'in addition', 'in addition', 'in addition', ""in addition (usually followed by `with')"", 'in addition; over and above what is expected']"
140	adepto	b2	['an enthusiastic and vocal supporter']
141	aderezar	c1	['arrange attractively', 'make fit']
142	adherente	b1	['someone who believes and helps to spread the doctrine of another']
143	adherir	c1	['glue with epoxy', 'stick to firmly']
144	adhesión	b2	['faithful support for a cause or political party or religion', 'the property of sticking together (as of glue and wood) or the joining of surfaces of different composition', 'agreement expressed by (or as if expressed by) signing your name']
145	adicional	c1	['added or derived from something outside; not inherent', 'of or constituting an accession']
146	adicto	b2	['compulsively or physiologically dependent on something habit-forming']
147	adivinar	a2	['guess correctly; solve by guessing', 'put forward, of a guess, in spite of possible refutation', 'attempt to anticipate or predict', 'search by divining, as if with a rod', 'perceive intuitively or through some inexplicable perceptive powers']
148	adiós	a1	['the act of departing politely', 'a farewell remark', 'a word used in exclamations of confusion']
149	adjetivo	a2	['the word class that qualifies nouns', 'a word that expresses an attribute of something']
150	adjudicar	b2	['declare to be', 'give out', 'allow to have', 'give, especially as an honor or reward', 'give as judged due or on the basis of merit', 'administer or bestow, as in small portions']
151	adjuntar	b2	['cause to be attached', 'place side by side or in close proximity']
152	adjunto	c1	['closed in or surrounded or included within']
153	administración	b2	"['the position of steward', 'the act of meting out justice according to the law', 'the act of rationing', 'the act of governing; exercising authority', ""a method of tending to or managing the affairs of a some group of people (especially the group's business affairs)"", '(usually plural) the office that serves as the administrative center of an enterprise', 'the persons (or committees or departments etc.) who make up a body for the purpose of administering something', 'people elected or appointed to administer a government', 'those in charge of running a business', 'the tenure of a president']"
154	administrador	b2	['someone who manages a government agency or department', 'the party appointed by a probate court to distribute the estate of someone who dies without a will or without naming an executor', 'someone who administers a business', 'a caretaker for an apartment house; represents the owner as janitor and rent collector']
155	administrar	c1	['give or apply (medications)', 'work in an administrative capacity; supervise or be in charge of']
156	administrativo	b2	['appropriate for or engaged in office work', 'of or relating to or responsible for administration', 'of or relating to the function or responsibility or activity of management', 'of or relating to a curator or the duties of a curator']
157	admirable	c1	['deserving of the highest esteem or admiration', 'having qualities or abilities that merit recognition in some way', 'inspiring awe or admiration or wonder; ; ; ; - Melville', 'inspiring admiration or approval']
158	admiración	b2	['a favorable judgment', 'a punctuation mark (!) used after an exclamation', 'a feeling of delighted approval and liking', 'the feeling that accompanies something extremely surprising', 'the feeling aroused by something strange and surprising']
159	admirador	b1	['the fans of a sport or famous person', 'someone who admires a young woman', 'an enthusiastic and vocal supporter']
160	admirar	b2	['feel admiration for', 'look at with admiration']
161	admisión	c1	['the right to enter']
162	admitir	b2	['declare to be true or admit the existence or reality or truth of', 'admit (to a wrongdoing)', 'admit into a group or community', 'allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of', 'allow to enter; grant entry to', 'show approval or appreciation of', 'afford possibility']
163	adobar	a1	['soak in marinade']
164	adolescencia	b2	['early maturity; the state of being young or immature or inexperienced', 'in the state that someone is in between puberty and adulthood', 'the time period between the beginning of puberty and adulthood']
165	adolescente	b2	['in the state of development between puberty and maturity', 'displaying or suggesting a lack of maturity', 'being of the age 13 through 19', 'relating to or peculiar to or suggestive of an adolescent', 'a juvenile between the onset of puberty and maturity', 'a young person (especially a young man or boy)']
166	adopción	b1	['the appropriation (of ideas or words etc) from another source', 'the act of accepting with approval; favorable reception', 'a legal proceeding that creates a parent-child relation between persons not related by blood; the adopted child is entitled to all privileges belonging to a natural child of the adoptive parents (including the right to inherit)']
167	adoptar	c1	"[""take into one's family"", 'make a pretence of', ""take up and practice as one's own"", 'choose and follow; as of theories, ideas, policies, strategies or plans']"
168	adoquinar	a2	['pave with cobblestones']
169	adorar	a2	['love intensely', 'show devotion to (a deity)', 'get pleasure from', 'attend religious services']
170	adornar	c1	['make neat, smart, or trim', 'make more attractive by adding ornament, colour, etc.', 'decorate, as with ornaments']
171	adorno	c1	['a decoration of color or interest that is added to relieve plainness', 'something used to beautify', 'a decorative or artistic work', 'a superfluous ornament', 'decorative needlework', 'any decoration added as a trimming or adornment', 'a showy gesture']
172	adquirir	c1	['come to have or undergo a change of (physical features and attributes)', 'take on a certain form, attribute, or aspect', 'obtain by purchase; acquire by means of a financial transaction', 'come into the possession of something concrete or abstract', 'come into possession of']
173	adquisición	c1	['the act of acquiring something', 'the act of contracting or assuming or acquiring possession of something', 'the acquisition of something for payment', 'the act of getting possession of something', 'the cognitive process of acquiring skill or knowledge', 'something acquired']
174	adulto	c1	['any mature animal', 'a fully developed person from maturity onward']
175	advertencia	c1	['a proposal for an appropriate course of action', 'a message informing of danger', 'a warning that something unpleasant is imminent']
176	advertir	b2	['notify, usually in advance', 'inform (somebody) of something', 'make reference to', 'make a more or less disguised reference to', 'give heed (to)']
177	aerolínea	c1	['a commercial enterprise that provides scheduled flights for passengers']
178	aeropuerto	a1	['an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo']
179	aerosol	b2	['a dispenser that holds a substance under pressure and that can release it as a fine spray (usually by means of a propellant gas)', 'a jet of vapor']
180	afanar	c1	"['make off with belongings of others', ""take without the owner's consent""]"
181	afectado	b2	['artificially formal']
182	afectar	b2	['act physically on; have an effect upon', 'have an effect upon', 'make believe with the intent to deceive', 'have an emotional or cognitive impact upon', 'impinge or infringe upon', 'connect closely and often incriminatingly']
183	afectivo	a2	['characterized by emotion']
184	afecto	b2	['a quality proceeding from feelings of affection or love', 'a tendency to express warm and affectionate feeling', 'the conscious subjective aspect of feeling or emotion', 'a predisposition to like something', 'a feeling of sympathy for someone or something', 'a positive feeling of liking', 'a loving feeling']
185	afectuoso	b1	['psychologically warm; friendly and responsive']
186	aferrar	c1	['hold firmly', 'to grip or seize, as in a wrestling match', 'to remain emotionally or intellectually attached']
187	afianzar	a2	['reinforce with a buttress']
188	aficionado	b2	['a fan of bull fighting', 'someone who pursues a study or sport as a pastime', 'an athlete who does not play for pay', 'an ardent follower and admirer', 'a person having a strong liking for something', 'an unskilled actor who overacts', 'an enthusiastic devotee of sports', 'a person who backs a politician or a team etc.']
189	afición	a2	"[""a diversion that occupies one's time and thoughts (usually pleasantly)"", 'an auxiliary activity', 'a feeling of pleasure and enjoyment', 'a predisposition to like something']"
190	afilar	c1	"['become sharp or sharper', 'make crisp or more crisp and precise', ""make (one's senses) more acute"", 'sharpen with a strap', 'give a point to', 'make perfect or complete', 'make sharp or sharper', 'provide with an edge', 'sharpen by rubbing, as on a whetstone', 'sharpen with a hone', 'give a fine, sharp edge to a knife or razor']"
191	afinar	c1	['make perfect or complete', 'improve or perfect by pruning or polishing', 'regulate the musical pitch of']
192	afirmación	c1	['a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc', 'a statement that is emphatic and explicit (spoken or written)', 'a statement asserting the existence or the truth of something', 'the act of affirming or asserting or stating something', 'a binding commitment to do or give or refrain from something']
193	afirmar	b2	['make taut or tauter', 'put before', 'to declare or affirm solemnly and formally as true', 'say yes to', 'report or maintain']
194	aflorar	c1	['appear on the surface, come to the surface on the ground', 'appear at the surface']
195	afluencia	b2	['abundant wealth']
196	africano	a2	['of or relating to the nations of Africa or their peoples']
197	afrontar	b2	['deal with (something unpleasant) head on', 'present somebody with something, usually to accuse or criticize', 'oppose, as in hostility or a competition', 'confront bodily']
198	afán	c1	['use of physical or mental energy; hard work', 'an effortful attempt to attain a goal', 'something that causes or entails suffering; - James Boswell', 'a positive feeling of wanting to push ahead with something']
199	afín	c1	['closely related; - Wallace Stevens', 'related by common characteristics or ancestry', 'related in nature', 'similar in quality or character', '(anthropology) kin by marriage']
200	agarrar	a2	['take hold of; grab', 'clutch as if in panic', 'hold firmly', 'hold fast or firmly']
201	agencia	a1	['a business that serves other businesses', 'an administrative unit of government']
202	agente	c1	['an active and efficient cause; capable of producing a certain effect', 'a businessman who buys or sells for another in exchange for a commission', 'a representative who acts on behalf of other persons or organizations', 'any agent or representative of a federal agency or bureau', 'a member of a police force', 'a woman policeman', 'someone who can be employed as a detective to collect information', 'a substance that exerts some force or effect']
203	agitación	b1	['the act of agitating something; causing it to move around (usually vigorously)', 'disturbance usually in protest', 'a rapid active commotion', 'inability to rest or relax or be still', 'the trait of seeming ill at ease', 'a disposition that is confused or nervous and upset', 'the motion made by flapping up and down', 'the feeling of being agitated; not calm', 'emotional agitation and excitement', 'a feeling of alarm or dread', 'a disorderly outburst or tumult', 'a prominent or sensational but short-lived news event', 'a state of agitation or turbulent change or development', 'a mental state of extreme emotional disturbance']
204	agitar	b1	['move with or as if with a tremor', 'make fuller by shaking', 'stir (cream) vigorously in order to make butter', 'change the arrangement or position of', 'summon into action or bring into existence, often as if by magic', 'make a fuss; be agitated', 'move or cause to move with a sudden jerky motion', 'move back and forth or sideways', 'move noisily', 'be agitated', 'move or cause to move back and forth', 'move or stir about violently', 'move with a flapping motion', 'move with a thrashing motion', 'try to stir up public opinion']
205	aglomeración	c1	['a jumbled collection or mass']
206	aglomerar	b2	['put together indiscriminately']
207	agobio	b2	['unwelcome burdensome difficulty']
208	agotar	c1	['exhaust or get tired through overuse or great strain or stress', 'exhaust physically or emotionally', 'tire excessively', 'make weak', 'use up the whole supply of', 'engage fully', 'deplete of resources', 'use up, consume fully', 'use to the limit', 'use up (energy)', 'deplete']
209	agradable	a2	['conforming to your own liking or feelings or nature; ; ; - Disraeli', 'pleasing to the sense of taste', 'bright and pleasant; promoting a feeling of cheer', 'brightly colored and showy', 'suitable to your needs; ; - T.L.Peacock', 'disposed to please; - Hal Hinson', 'pleasing to the ear', 'pleasant or pleasing or agreeable in nature or appearance; - George Meredith', '(of persons) having pleasing manners or behavior', 'affording pleasure; being in harmony with your taste or likings', 'affording satisfaction or pleasure', 'giving pleasure and satisfaction', 'pleasing to the sense of taste']
210	agradar	b2	['find enjoyable or agreeable', 'give pleasure to or be pleasing to']
211	agradecer	c1	['express gratitude or show appreciation to']
212	agradecimiento	b2	['an expression of gratitude']
213	agrado	c1	['pleasantness resulting from agreeable conditions']
214	agrario	b2	['relating to rural matters']
215	agravar	c1	['grow worse', 'make worse', 'exasperate or irritate', 'levy an extra tax on']
216	agregar	c1	['make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of', 'gather in a mass, sum, or whole', 'move into or onto']
